Title,Company,Link,Rating,Job_Description,Size,Founded,Company_Type,Industry,Revenue,CEO,Recommend,Approve
VP - Data Analytics Standards,RegionUP,https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=55208&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1e2e1f30&cb=1522314037663&jobListingId=2691312825,1.0,"VP - Data Analytics Standards
[Description]

Your new role
You will be joining a very dynamic team with colleagues from Singapore and other part of Asia. You will collaborate with business and other teammates to establish and maintain the data standards. You will understand the data implication and review the analytics report.

What you'll need to succeed
at least 5 years of business analytics or data analytics experience, preferably from retail or private bank
Strong programming skills such as R, Python, SQL or SAS
A good team player with excellent presentation and communication skills
Excellent command of written and spoken English and Chinese.

What you'll get in return
You'll be offered a very competitive salary plus very competitive discretionary bonus. You will be joining an expanding team where you have the opportunity to fast track in your career.

[Country] Hong Kong
[Company] Information Technology Industry
[Salary] Up to US$60,000
[Working Hours] Full-Time
[Contract] Permanent
[Categories] Business Analysis / Intelligence / Data Scientist
[Industries] null",1 to 50 employees,Unknown,Private,Business Services,Unknown / Non-Applicable per year,CEO,0,0
Big Data Engineer,Lenovo,https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=236339&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_09966d0d&cb=1522314037664&jobListingId=2651097713,3.3,"Position Description
nvolved in big data platform architecture designing and building
Responsible for designing and developing ETL tool based on Hadoop
Responsible for designing, developing, building and managing Spark clusters
Responsible for the development of big data products.

Position Requirements
Familiar with the Linux operating system and Linux shell programming;
Familiar with mysql and other commonly used database, tomcat and other middleware;
Familiar with distributed storage or NoSQL database technology, such as MonogoDB;
Proficient in Java or Python, familiar with object-oriented programming ideas
Proficient in spark sql, spark streaming and other programming, with hands-on experience on large-scale distributed cluster project development;
familiar with Hadoop eco-system;
proficient in one or more of the following big data techniques, such as flume, Kafka, HDFS, MR, elastic search;


Lenovo",10000+ employees,1984,Public (LNVGY),Information Technology,$10+ billion (USD) per year,Yang Yuanqing,57,64
"Vice President, Finance Planning & Analytics , Finance",DBS Bank,https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=125450&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fcce6367&cb=1522314037666&jobListingId=2658707098,3.6,"DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The banks capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named ""Asia's Best Bank"" by The Banker, a member of the Financial Times group, and ""Best Bank in Asia-Pacific"" by Global Finance. The bank has also been named ""Safest Bank in Asia"" by Global Finance for eight consecutive years from 2009 to 2016.

Responsibilities

Manage the budgeting and forecasting process of the bank
Lead the preparation of quarterly board materials on the bank's financial performance
Act as the key person in handling ad hoc requests from senior management and head office
Drive the data analytics agenda for the team and the MIS function
Support on the balance sheet management function
Manage a small team of analyst and associate

Requirements

Degree in Accounting, Finance, Business, Mathematics, Quantitative Analysis or Information Management etc.
Minimum 10 years or more of experiences in an analytic role for a financial institution
Experience in supporting senior management
Strong in quantitative and interpersonal skill
Strong sense of responsibility
Ability to work both independently and in a team setting, able to multi-tasks, organizes and prioritizes work
A change agent
Good command of both written and spoken English and Chinese",5001 to 10000 employees,1968,Public (D05),Finance,$5 to $10 billion (USD) per year,Piyush Gupta,66,90
Senior Big Data / Real-Time Data Engineering JAVA Developer,RegionUP,https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=55208&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6f214ce9&cb=1522314037668&jobListingId=2687009939,1.0,"Senior Big Data / Real-Time Data Engineering JAVA Developer
[Description]

Looking for an experienced Java developer with proven background in design/architecture of high-performance system; Excellent opportunity to gain exposure in big data, real-time data processing for finance.

Responsibilities:

- Employ latest big data technologies to develop real-time/low-latency big data processing capability (Kafka, Hadoop, Spark, Gemfire, MemSQL)
- Create Platform-As-A-Service (PaaS) platform such as Kafka Clusters, In-Memory Data & Virtualized Streaming Datasets
- Employ well-defined concurrency model to build a distributed Order Management System to handle real-time electronic trading messages
- Tune/Optimize Kafka to scale performance while maintaining minimal hardware footprint

Requirements:

- Excellent design/architecture and OOD experience in Java
- Strong understanding of data structures, algorithms, etc.
- Core programming techniques and concepts including memory management (gc), multi-threading, concurrency, etc.
- Experience with SDLC, continuous integration, agile, etc.

Preferred:

- Commercial experience in real-time, distributed computing
- Functional programming
- Exposure to finance / banking industry
- Bachelor's or Master's degree in Computer Science or other engineering fields

[Country] Hong Kong
[Company] Global Investment Bank
[Salary] US$40,000 - US$60,000
[Working Hours] Full-Time
[Contract] Permanent
[Categories] Financial IT, Business Analysis / Intelligence / Data Scientist, Software Development
[Industries] null",1 to 50 employees,Unknown,Private,Business Services,Unknown / Non-Applicable per year,CEO,0,0
"Director, Data Engineer - Global Data Office",Manulife,https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=133692&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e54dd485&cb=1522314037669&jobListingId=2550554783,3.6,"Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.

Director, Data Engineer, Global Data Office

Job Overview
The Data Engineer is responsible for developing and implementing a strategic enterprise data lake capability for collecting, storing, processing enterprise & divisional data to support and enable analytics, digital transformation and operational improvements. This involves researching, recommending and choosing optimal solutions to manage and implement modern data architecture as well as maintaining and monitoring the success of these solutions. The incumbent must have a passion for how data can be leveraged and used to drive deeper, meaningful insights that enhance the customer experience, grow our businesses, minimize risk and engage our employees globally.

Responsibilities:

The Data Engineer has primary responsibility for:
Modern Data Architecture: Setting the strategic rollout, selection and delivery of proven as well as emerging tooling to ensure that data pipelines are scalable, repeatable and secure serving multiple users within the organization. The incumbent is responsible for implementing highly complex, multi-faceted big data initiatives associated the following functions areas:
Translate complex functional and technical requirements into detailed design and high performing capabilities;
Lead the design and build of data patterns and services - both batch, real-time and complex event handing - leveraging open technologies;
Ensure the timely delivery to meet project timeline by automating development and deployment tasks;
Effectively manage operational risk and change with a continuous focus on process improvements.
Governance and Controls: Responsible for ensuring all data management processes conform to standard operating procedures and aligns with how a modern data architecture aligns to enterprise technology standards and policies; contribute and provide guidance around data quality, metadata management, data stewardship and security, and access controls.
Innovation and Continuous Improvement: Evaluate/conduct PoC of new data technologies and capabilities that are value-driven; work closely with Manulife's innovation teams (i.e., LOFT), remain current with industry advancements working closely external vendors as well connected to the Apache Foundation projects.



Required Knowledge and Skills:
Demonstrated 7-10 years professional experience in big data/data management including a university degree in Engineering, Computer Science or equivalent program;
Extensive expertise in data technologies and the use of data to support software development, advanced analytics and reporting. Particular focus on Cloud (Azure) and Hadoop-based technologies and programming or scripting languages like Java, Scala, Linux, C , PHP, Ruby, Python, R and SAS.
Additional expert knowledge should be present regarding different (NoSQL or RDBMS) databases such as Hawq/HDB, MongoDB, Cassandra or Hbase.
Working experience with modern data streaming process with Kafka, Apache Spark, Flink and data ingestion framework NiFi, Hive, Pig, etc.
Experience with security/data protection solutions, Kerberos, Active Directory, HDFS Access Control, OAuth2, OpenID, LDAP
Experience with network layer security design in VPN, firewall, Loadbalancer
Experience and capability in translating non-technical user requests into complex technical specifications and solutions that meet these requirements;
Excellent organizational and time management skills, with ability to multi-task. Ability to work with minimal or no supervision while performing duties.
Own the ability and initiative to organize various functions necessary to accomplish department activities or goals and be a strong team player.
About Manulife

Manulife Financial Corporation is a leading international financial services group providing forward-thinking solutions to help people with their big financial decisions. We operate as John Hancock in the United States, and Manulife elsewhere. We provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. At the end of 2014, we had 28,000 employees, 58,000 agents, and thousands of distribution partners, serving 20 million customers. At the end of June 2015, we had $883 billion (US$708 billion) in assets under management and administration, and in the previous 12 months we made more than $22 billion in benefits, interest and other payments to our customers. Our principal operations are in Asia, Canada and the United States where we have served customers for more than 100 years. With our global headquarters in Toronto, Canada, we trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong. Follow Manulife on Twitter @ManulifeNews or visit www.manulife.com or www.johnhancock.com.",10000+ employees,1887,Public (MFC),Insurance,$10+ billion (USD) per year,Roy Gori,69,87
"Financial Data Analyst, Financial Institutions Group (Mandarin Speaker)",Moody's,https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=72218&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f2854075&cb=1522314037671&jobListingId=2662850880,3.5,"Financial Data Analysts have a significant input to the ratings and research process by analyzing financial statements and data provided by Issuers.
The FDA uses accounting and finance knowledge and judgment to perform financial statement analysis, adjust reported data per relevant methodology requirements and review and analyze ratios.
Responsible for reviewing and understanding financial statements, official statements and other documents related to issuers' performance.
Work directly with ratings and support analysts to explain the data, adjustments and other information needed by the rating team for ratings and research.
Frequently liaise with analysts and accounting specialists in order to understand the application of accounting concepts on a particular entity.
Create documentation and provide guidance to support analysts and outsourcers.
Review, adjust and publish data to external market participants.
Regularly interact with Moody's ratings analysts regarding financial and operational data needed for analysis and publications.
In addition to regular daily responsibilities, FDAs will have the opportunity to work on new projects such as technology projects, accounting changes, analytic reviews, methodology updates and implementation of process improvements.
The team is regularly provided with valuable training classes and interaction with Analysts as part of knowledge transfer and career growth.
The FDA position provides a unique opportunity to foster skills that are valuable to any future career in the financial services industry.
ODC
B.A. or B.S. degree required; specializations in Accounting, Finance, or Economics preferred
1-2 years of relevant work experience required (can include internship experience).
Strong knowledge of Microsoft Office products and particularly Excel, such as pivot tables, lookups, etc.
Knowledge or prior experience in analyzing financial statements is required.
Knowledge or prior experience in accounting is a plus.
Individual must be organized, dependable, able to multi-task and manage priorities, display initiative, and have the ability to work independently in a demanding, fast-paced environment.
Strong organizational, communication (verbal & written), and interpersonal skills are required.
Candidate must have the ability to quickly transition as priorities change to meet demands.
Fluency in reading and spoken English and Mandarin to review English and Chinese financial statements.
#LI-JL1

Moody's is an essential component of the global capital markets, providing credit ratings, research, tools and analysis that contribute to transparent and integrated financial markets. Moody's Corporation (NYSE: MCO) is the parent company of Moody's Investors Service, which provides credit ratings and research covering debt instruments and securities, and Moody's Analytics, which offers leading-edge software, advisory services and research for credit and economic analysis and financial risk management. The Corporation, which reported revenue of $3.5 billion in 2015, employs approximately 10,400 people worldwide and maintains a presence in 36 countries. Further information is available at www.moodys.com.

Moody's is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or any other characteristic protected by law.

MIS and MSS Candidates are asked to disclose securities holdings pursuant to Moody's Policy for Securities Trading. Employment is contingent upon compliance with the Policy, including remediation of positions in those holdings as necessary.",10000+ employees,1900,Public (MCO),Finance,$2 to $5 billion (USD) per year,Ray McDaniel Jr.,68,83
Equity Risk & Performance Analytics VP level Leading Global Asset Manager,Cornerstone Global Partners,https://www.glassdoor.com/partner/jobListing.htm?pos=628&ao=72218&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_610c06cb&cb=1522314037672&jobListingId=2598297777,3.6,"The Equity Risk & Performance Analytics team is an embedded risk resource for equity investment teams, providing in-depth analysis on all strategies which is separate from, but works closely with the independent Group Risk function. The team addresses all aspects of the investment process including risk and portfolio construction, performance analysis, transactions/behavioural analysis, idea generation, capacity and liquidity management and participation in risk governance activities in collaboration with the Group Risk function. The jobholder will provide local support for Asia-based investors and management and will enhance the Equity Risk & Performance Analytics teams knowledge of Asian Equity markets and bring experience of applying quantitative techniques to portfolio construction issues.

The successful candidate will be a Degree holder with at least 8 years experience gained in an Investment Risk, Market Risk, Quantitative Risk/Analytics or Portfolio/Performance Analytics role gained in a global asset management or investment banking environment. Applicants will need to possess strong knowledge of using risk models for portfolio analysis, gained from hands on experience and have excellent IT skills and mathematical ability. Candidates will need to have excellent interpersonal and communication skills and have confidence in communicating with portfolio managers, the ability to take initiative and identify where in-depth portfolio analysis can add value and be focused on continuous improvement, quality and delivery, with excellent attention to detail. Candidates with less experience may be considered for an AVP level role.

If this position is of interest please send a copy of your CV to Matthew Whitman at Cornerstone Global Partners mwhitman@cornerstoneglobalpartners.com. Unsuitable candidates will not be contacted however your details may be retained for other opportunities.",201 to 500 employees,Unknown,Private Practice / Firm,Unknown,Unknown / Non-Applicable per year,CEO,87,-1
Senior Digital Product Lead - Big Data Analytics,KOS International Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=14294&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a0584fcd&cb=1522314037674&jobListingId=2656790720,,"About our Client

Our client is a Hong Kong publicly listed conglomerate that has over HK$500 billion turn over and over 40,000 staff across Hong Kong and Greater China. With a portfolio of acclaimed subsidiaries in retail and hotels, properties, shopping malls, serviced apartments and infrastructure, they are seeking for a Senior Digital Product Lead to cope with their group expansion.

About the Role

Reporting to the GM and managing a team of 5, you will shape the direction of analytics roadmap and big data products that enables the company to further their leadership position in a highly competitive and rapidly changing market. Working alongside with the IT and digital team, you will establish key relationships with ecosystem partners and collaborate to define joint products and analytic solutions that uniquely differentiate partner offerings. As an individual, you will work with key stakeholders and strategic partners to gather and analyse customer problems, use cases, applications usage gaining a deep understanding of solution product requirements. Lastly, perform competitive analysis, market, and industry research and leverage your broad industry experience to help develop new ideas and solutions to support the growth of all business units.

Requirements
Bachelors' degree in Mathematics, Information System or Statistic
Minimum of 10+ years in product management or related experience in digital product, design or engineering senior leadership role
Considerable experience in leading teams / organizations in bringing high quality digital products to market
Experience in driving the success of both mature, stable products as well as new and innovative product concepts
Ability to perform market analysis and competitive analysis and define product requirements, product release plans, and technical demos
Deep knowledge and extensive track record in leading teams in the development of Web and mobile solutions, with a deep understanding of how to get consumer-centric solutions to market with a high degree of success
Deep knowledge of digital technologies, with an eye toward the continual change in consumer technology
Good command in Chinese and English
Click ""Apply Now"" to apply for this position or call Karen Cheng at +852 3180 4921 for a confidential discussion. All information collected will be kept in strict confidence and will be used for recruitment purpose only.",1 to 50 employees,Unknown,Private,Unknown,$25 to $50 million (USD) per year,,,
Business Intelligence Manager - Big Data,MatchTalent Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=14294&s=58&guid=0000016270fcc84eadcf33759d8521f5&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bafaa0ee&cb=1522314037675&jobListingId=2686315924,,"Responsibilities:

Participate CRM Projects in review and drafting the data architecture with business insight
Analyze large sets of data and translate research into analysis from collect, manage and clean available data
Create prototypes for new customer experience features and turn machine-learning outputs into operational data products
Identify and understand data attributes, testing hypothesis and develop database, warehouse/data mart to meet business requirement
Automate and streamline the processes to maximize integration, effectiveness and efficiency
Manage high quality of Business Intelligence and Data Warehousing team
Communicate analysis and recommendations to project stakeholders with strong vendor management

Requirements:

Degree holder in Computer Science, Mathematics, Engineering, Statistics or other technical field
Extensive experience of deep learning technologies, data mining/modelling
Solid project management and data architecture skills
Experience in business intelligence/ data analysis capacity
Hands-on experience of using relevant software: MS Excel/ MS Access/ SAS/ Tableau/ Python/ R /SQL /Python /Hadoop /Spark /Java /Hive/ Perl
Self-motivated and organized person
Fluency in Cantonese and English (Mandarin is a plus)",,,,,,,,
Business Analyst (Reinsurance Analytics),RegionUP,https://www.glassdoor.com/partner/jobListing.htm?pos=701&ao=55208&s=58&guid=000001627101adad909cdd4e9caa3ccd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_05074f02&cb=1522314358664&jobListingId=2697618819,1.0,"Business Analyst (Reinsurance Analytics)
[Description]

Your new role
Your main responsibility will be to oversee premium and claims data validation, database administration, and data management. You will be involved in the entire life cycle of the project and will be required to provide team support.

What you'll need to succeed
A strong understanding of data management, analytics, and business analysis.
Experience working within the insurance or reinsurance sectors.
Proficient in Microsoft Excel and Access software.
Excellent communication and problem solving skills.

What you'll get in return
In return you will receive excellent career exposure in an emerging field of reinsurance data analysis. A competitive compensation package. Work in a multinational environment.

[Country] Hong Kong
[Company] Information Technology
[Salary] US$40,000 - US$70,000
[Working Hours] Full-Time
[Contract] Permanent
[Categories] Business Analysis / Intelligence / Data Scientist
[Industries] null",1 to 50 employees,Unknown,Private,Business Services,Unknown / Non-Applicable per year,CEO,0,0
Digital Analytics and Development Manager - Digital Banking,KOS International Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=14294&s=58&guid=000001627101adad909cdd4e9caa3ccd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_81d99dbf&cb=1522314358666&jobListingId=2659828181,,"About our Client
Our client is a leading commercial bank in Hong Kong with a strong portfolio of digital banking business. To cope with this rapidly growing business and with the aim to provide an innovative and convenient banking platform for their customers, our client is looking for a high calibre candidate to play an integral part in the Digital Banking team.
About the Role
Reporting to the Head of Digital Analytics, you are responsible for leading digital channel performance tracking across different digital platforms including e-banking, mobile and website, in order to provide insights for further actions based on digital analytics. You will work closely with different stakeholders to drive e-sales on investment products including design strategy in digital platform. You will drive development of the bank's digital products and service offerings.
Requirements
Degree holder with at least 5-years relevant experience in banking and financial industry
Hands on experience on web analytic tools such as GA, AA and Webtrends etc.
Good understanding of digital analytics and technology development and knowledge of how to drive digital strategy
Strong business acumen and with great sense of ownership and responsibility
Good communication, interpersonal, project management and problem solving skills
Proficient in both English and Chinese
Click ""Apply Now"" to apply for this position or call Chamy Wong at +852 3180 4965 for a confidential discussion. All information collected will be kept in strict confidence and will be used for recruitment purpose only.",1 to 50 employees,Unknown,Private,Unknown,$25 to $50 million (USD) per year,,,
CRM Analytics Manager,PARKnSHOP,https://www.glassdoor.com/partner/jobListing.htm?pos=703&ao=4120&s=58&guid=000001627101adad909cdd4e9caa3ccd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_3cee96d2&cb=1522314358667&jobListingId=2678430009,2.5,"Job Responsibilities
Deliver customer insight for business, interpret vast customer data and pro-actively draw commercially focused recommendations and conclusions
Lead the analysis and delivery of customer insight for the business, interpret the outcomes from the interrogation of the vast customer data the business holds, pro-actively draws commercially focused recommendations and conclusions and collaboratively work with the business to turn insight into action
Act as a key influencer of the leadership team providing insights and foresights that will help shape and drive the strategic plans and business performance
To better understand customer behavior through exploration of big data

Job Requirement
Must have hand-on experience in data mining / customer data analytics, preferably in FMCG or retail industry
Confident presenter and able to take complex information and deliver clear messages to business teams
Experience analyzing large scale analysis and data sets using statistical software tools such as SQL, R, Python
Deep understanding of the business value of big data and work with stakeholders to identify their business problems to develop the right approach and analytical solution.
Ability to translate open ended business problems in analytical hypothesis and test the hypothesis leveraging various data sources.
Strong numeric and commercial's sense, analytical and problem-solving skills
Strong presentation, communication, and collaboration skill

Job Note
An attractive salary and benefit package will be offered. Interested parties please forward detailed resume stating expected salary to: Human Resources Department, PARKnSHOP (HK) Limited, Watson House, 1-5 Wo Liu Hang Road, Fo Tan, N.T. or fax to 2687-3732 or email to pnshr@asw.com.hk.

We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application.

Apply",1 to 50 employees,Unknown,Private Practice / Firm,Unknown,Unknown / Non-Applicable per year,CEO,46,-1
"Manager, Advanced Analytics",Manulife,https://www.glassdoor.com/partner/jobListing.htm?pos=704&ao=133692&s=58&guid=000001627101adad909cdd4e9caa3ccd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0b3ce845&cb=1522314358668&jobListingId=2637746156,3.6,"Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.

Role Summary

The candidate will be an integral part of the Hong Kong Advanced Analytics Team:
NPS - Work with functional customer experience champions to implement NPS, analyze results to identify trends and insights, and translate into actions to improve customer experiences.
Data Science / Analytics - Develop market leading analytics capabilities ranging from organization BI to advanced models, deploy leading edge analytics techniques/tools to improve ongoing insight generation process.
CRM & Channel Strategy - Collaborate with CRM, Digital/Customer Marketing team to leverage data from multiple sources to generate insights under a customer-centric, need-based context, by developing segmentation / contact strategy / product /channel analytics solutions appropriate for the respective business lines and distribution models.
Campaign Management - Develop and implement an effective campaign management structure. Also work with CRM and Digital/Customer Marketing team to enable hypothesis testing in campaign via experimental design, develop effective & efficient lead management process, implement sales funnel tracking and close-loop learning.
Responsibilities

Manage and oversee the development of management reports and performance dashboards
Analyze results from NPS, and work with customer experience champions to recommend areas of improvements
Support campaign and trigger development through pre-campaign analysis, sizing, targeting, test and learn set up, tracking, and recommendation for refinement.
Assist in the development of customer segmentation, product propensity, and customer life time value models to support various analytics initiatives
Provide recommendations to the CRM and Marketing team on conducting advanced quantitative analyses facilitating effective targeting, segmentation, and identification of opportunities around cross-sell / up-sell, retention, direct selling and other marketing program optimization
Constantly review the current operational process and take initiative to improve productivity and efficiency
Qualifications
University degree with quantitative focus, such as Statistics / Mathematics / OR, Information Systems, Quantitative Analysis for Business, or Economics. A post-graduate degree a plus.
5 years of experience in business analytics and modeling, preferably within the retail financial services industry
Language: English, Cantonese
Competencies
Strong analytical mindset with solid problem solving skills
Strong communication and presentation skills. Ability to present data reports and analyses in a simple and clear way
Has excellent collaboration and influencing skills to work with a team of peers and senior stakeholders. Willingness to seek out diverse insights and perspectives from own and related teams to realise team and customer objectives.
Ability to drive projects to execution by developing deliverables timelines and effectively managing stakeholders. Tracks goal achievements versus plans and maintains engagement despite obstacles.
Experience in deploying analytics campaigns including pre-campaign analysis, targeting, test and control development, response tracking and analysis
Hands-on experiences in segmentation, predictive modeling, multivariate analysis and customer analytics using statistical techniques
Proficient in SAS (Base, Enterprise Guide, Enterprise Miner), SQL, VBA, or other data mining tools; knowledge in Python, R a plus
Experience with data visualization using Power BI, QlikView, Tableau, or other tools
Knowledge in digital analytics using Adobe/Google Analytics
Analytics and reporting acumen including both quantitative and qualitative assessment, and understanding of NPS methodology
A team player and passionate about achieving positive results in the business. Facilitates attainment of mutual agreement by communicating with diplomacy and tact, and gains commitment to decisions made.
About Manulife

Manulife Financial Corporation is a leading international financial services group that helps people achieve their dreams and aspirations by putting customers' needs first and providing the right advice and solutions. We operate as John Hancock in the United States and Manulife elsewhere. We provide financial advice, insurance, as well as wealth and asset management solutions for individuals, groups and institutions. At the end of 2016, we had approximately 35,000 employees, 70,000 agents, and thousands of distribution partners, serving more than 22 million customers. At the end of 2016, we had $977 billion (US$728 billion) in assets under management and administration, and in the previous 12 months we made almost $26 billion in payments to our customers.

Our principal operations are in Asia, Canada and the United States where we have served customers for more than 100 years. With our global headquarters in Toronto, Canada, we trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong.

Manulife is committed to supporting a culture of diversity and accessibility across the organization. It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will consult with applicants contacted to participate at any stage of the recruitment process who request an accommodation. Information received regarding the accommodation needs of applicants will be addressed confidentially.",10000+ employees,1887,Public (MFC),Insurance,$10+ billion (USD) per year,Roy Gori,69,87
"Cloud Architect, Big Data",Amazon,https://www.glassdoor.com/partner/jobListing.htm?pos=705&ao=133043&s=58&guid=000001627101adad909cdd4e9caa3ccd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_207e21a0&cb=1522314358669&jobListingId=2309520611,3.8,"(located in Hong Kong)

Are you a Cloud Architect with a specialization in Big Data? Do you have Data Warehousing and/or Hadoop experience? Do you like to solve the most complex and high scale (billion + records) data challenges in the world today?

Would you like a career that gives you opportunities to help customers and partners use cloud computing web services to do big new things faster, at lower cost?
Do you like to work on-site in a variety of business environments, leading teams through high impact projects using the newest technology?
Would you like to gain the deepest customer and partner insights on maximizing the value of cloud computing technologies?

At AWS, we're hiring highly technical Cloud Architect, Big Data consultants to help our partners develop technical expertise and capacity, while also collaborating with our customers and partners on key engagements. Our consultants will deliver proof-of-concept projects, topical workshops, and lead implementation projects. These professional services engagements will focus on key customer solutions such as, web applications, enterprise applications, HPC, batch processing and big data, archiving and disaster recovery, education and government.
Expertise - Collaborate with AWS field business development, marketing, training and support teams to help partners and customers learn and use AWS services such as Amazon Elastic Compute Cloud (EC2), Amazon Elastic Map Reduce (EMR), Amazon Redshift, , Amazon DynamoDB/RDS databases, AWS Identity and Access Management (IAM), etc.
Solutions - Define and deliver on-site technical engagements with partners and customers. This includes participating in on-site visits with prospective customers, understanding customer requirements, and proposing and delivering packaged offerings, and delivering custom solution engagements.
Delivery - Engagements include short on-site projects proving the use of AWS services to support new distributed computing solutions that often span private cloud and public cloud services. Engagements will include migration of existing applications and development of new applications using AWS cloud services.
Insights - Work with AWS engineering and support teams to convey partner and customer needs and feedback as input to technology roadmaps. Share real world implementation challenges and recommend new capabilities that would simplify adoption and drive greater value from use of AWS cloud services.

Basic Qualifications
Customer facing skills to represent AWS well within the customer's environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation
Demonstrated ability to think strategically about business, product, and technical challenges
Highly technical and analytical, possessing 7 or more years of IT implementation experience
Deep hands-on experience leading the design, development and deployment of business software at scale
Deep understanding of database and analytical technologies in the industry including MPP and NoSQL databases, Data Warehouse design, BI reporting and Dashboard development.
Deep understanding of Apache Hadoop 1/2 and the Hadoop ecosystem. Experience with tools such as Sqoop, Flume, Kafka, Oozie, Hue, Zookeeper, HCatalog, Solr, and Avro.
Familiarity with SQL-on-Hadoop technologies such as Hive, Pig, Impala, Spark SQL, and/or Presto.
Proven experience with software development life cycle (SDLC) and agile/iterative methodologies required
Current hands-on software development experience required; Internet-related business models preferred
Strong verbal and written communications skills and ability to lead effectively across organizations
BS level technical degree required; Computer Science or Math background preferred

Preferred Qualifications
Strong track record of implementing AWS services in a variety of distributed computing environments
Integration of AWS cloud services with on-premise technologies from Microsoft, IBM, Oracle, HP, SAP etc.
Proven experience in large scale data warehouse migrations
Masters degree in Computer Science
* For more information on Amazon Web Services, please visit http://aws.amazon.com**
#AWSCHINA

.",10000+ employees,1994,Public (AMZN),Information Technology,$10+ billion (USD) per year,Jeff Bezos,74,87
